TRACE_SEQUENCE_LINE,TRACE_SEQUENCE_FILE,FieldRecord,TraceNumber,EnergySourcePoint,CDP,CDP_TRACE,TraceIdentificationCode,NSummedTraces,NStackedTraces,DataUse,offset,ReceiverGroupElevation,SourceSurfaceElevation,SourceDepth,ReceiverDatumElevation,SourceDatumElevation,SourceWaterDepth,GroupWaterDepth,ElevationScalar,SourceGroupScalar,SourceX,SourceY,GroupX,GroupY,CoordinateUnits,WeatheringVelocity,SubWeatheringVelocity,SourceUpholeTime,GroupUpholeTime,SourceStaticCorrection,GroupStaticCorrection,TotalStaticApplied,LagTimeA,LagTimeB,DelayRecordingTime,MuteTimeStart,MuteTimeEND,TRACE_SAMPLE_COUNT,TRACE_SAMPLE_INTERVAL,GainType,InstrumentGainConstant,InstrumentInitialGain,Correlated,SweepFrequencyStart,SweepFrequencyEnd,SweepLength,SweepType,SweepTraceTaperLengthStart,SweepTraceTaperLengthEnd,TaperType,AliasFilterFrequency,AliasFilterSlope,NotchFilterFrequency,NotchFilterSlope,LowCutFrequency,HighCutFrequency,LowCutSlope,HighCutSlope,YearDataRecorded,DayOfYear,HourOfDay,MinuteOfHour,SecondOfMinute,TimeBaseCode,TraceWeightingFactor,GeophoneGroupNumberRoll1,GeophoneGroupNumberFirstTraceOrigField,GeophoneGroupNumberLastTraceOrigField,GapSize,OverTravel,CDP_X,CDP_Y,INLINE_3D,CROSSLINE_3D,ShotPoint,ShotPointScalar,TraceValueMeasurementUnit,TransductionConstantMantissa,TransductionConstantPower,TransductionUnit,TraceIdentifier,ScalarTraceHeader,SourceType,SourceEnergyDirectionMantissa,SourceEnergyDirectionExponent,SourceMeasurementMantissa,SourceMeasurementExponent,SourceMeasurementUnit,UnassignedInt1,UnassignedInt2,i,j
6,3238,1732,115,1732,1305,1305,1,38,0,0,0,0,0,0,0,0,0,0,1,1,2247037,62823,2247037,62823,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247037,62823,1732,1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5
7,3239,1732,116,1732,1306,1306,1,38,0,0,0,0,0,0,0,0,0,0,1,1,2247037,62933,2247037,62933,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247037,62933,1732,1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,6
8,3240,1732,117,1732,1307,1307,1,39,0,0,0,0,0,0,0,0,0,0,1,1,2247037,63043,2247037,63043,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247037,63043,1732,1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7
9,3241,1732,117,1732,1308,1308,1,38,0,0,0,0,0,0,0,0,0,0,1,1,2247037,63153,2247037,63153,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247037,63153,1732,1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,8
10,3242,1732,73,1732,1309,1309,1,37,0,0,0,0,0,0,0,0,0,0,1,1,2247037,63263,2247037,63263,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247037,63263,1732,1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,9
11,3243,1732,73,1732,1310,1310,1,37,0,0,0,0,0,0,0,0,0,0,1,1,2247037,63373,2247037,63373,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247037,63373,1732,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,10
12,3244,1732,75,1732,1311,1311,1,38,0,0,0,0,0,0,0,0,0,0,1,1,2247037,63483,2247037,63483,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247037,63483,1732,1311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,11
13,3245,1732,75,1732,1312,1312,1,38,0,0,0,0,0,0,0,0,0,0,1,1,2247037,63593,2247037,63593,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247037,63593,1732,1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,12
14,3246,1732,76,1732,1313,1313,1,40,0,0,0,0,0,0,0,0,0,0,1,1,2247038,63703,2247038,63703,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247038,63703,1732,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,13
15,3247,1732,3601,1732,1314,1314,1,40,0,0,0,0,0,0,0,0,0,0,1,1,2247038,63813,2247038,63813,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247038,63813,1732,1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,14
16,3248,1732,3602,1732,1315,1315,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2247038,63923,2247038,63923,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247038,63923,1732,1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,15
17,3249,1732,3603,1732,1316,1316,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2247038,64033,2247038,64033,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247038,64033,1732,1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,16
18,3250,1732,3604,1732,1317,1317,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2247038,64143,2247038,64143,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247038,64143,1732,1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,17
19,3251,1732,3605,1732,1318,1318,1,46,0,0,0,0,0,0,0,0,0,0,1,1,2247038,64253,2247038,64253,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247038,64253,1732,1318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,18
20,3252,1732,3605,1732,1319,1319,1,46,0,0,0,0,0,0,0,0,0,0,1,1,2247038,64363,2247038,64363,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247038,64363,1732,1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,19
21,3253,1732,2,1732,1320,1320,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2247039,64473,2247039,64473,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247039,64473,1732,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20
22,3254,1732,2,1732,1321,1321,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2247039,64583,2247039,64583,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247039,64583,1732,1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,21
23,3255,1732,2275,1732,1322,1322,1,45,0,0,0,0,0,0,0,0,0,0,1,1,2247039,64693,2247039,64693,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247039,64693,1732,1322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,22
24,3256,1732,2264,1732,1323,1323,1,46,0,0,0,0,0,0,0,0,0,0,1,1,2247039,64803,2247039,64803,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247039,64803,1732,1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,23
25,3257,1732,2277,1732,1324,1324,1,45,0,0,0,0,0,0,0,0,0,0,1,1,2247039,64913,2247039,64913,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247039,64913,1732,1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,24
26,3258,1732,2277,1732,1325,1325,1,45,0,0,0,0,0,0,0,0,0,0,1,1,2247039,65023,2247039,65023,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247039,65023,1732,1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,25
27,3259,1732,2355,1732,1326,1326,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2247039,65133,2247039,65133,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247039,65133,1732,1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,26
28,3260,1732,2356,1732,1327,1327,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2247039,65243,2247039,65243,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247039,65243,1732,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,27
29,3261,1732,2357,1732,1328,1328,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2247040,65353,2247040,65353,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247040,65353,1732,1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,28
30,3262,1732,2238,1732,1329,1329,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2247040,65463,2247040,65463,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247040,65463,1732,1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,29
31,3263,1732,2238,1732,1330,1330,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2247040,65573,2247040,65573,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247040,65573,1732,1330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,30
32,3264,1732,172,1732,1331,1331,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2247040,65683,2247040,65683,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247040,65683,1732,1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31
33,3265,1732,172,1732,1332,1332,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2247040,65793,2247040,65793,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247040,65793,1732,1332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32
34,3266,1732,65,1732,1333,1333,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2247040,65903,2247040,65903,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247040,65903,1732,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33
35,3267,1732,65,1732,1334,1334,1,40,0,0,0,0,0,0,0,0,0,0,1,1,2247040,66013,2247040,66013,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247040,66013,1732,1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,34
36,3268,1732,174,1732,1335,1335,1,39,0,0,0,0,0,0,0,0,0,0,1,1,2247040,66123,2247040,66123,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247040,66123,1732,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35
37,3269,1732,62,1732,1336,1336,1,40,0,0,0,0,0,0,0,0,0,0,1,1,2247041,66233,2247041,66233,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247041,66233,1732,1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,36
38,3270,1732,1,1732,1337,1337,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2247041,66343,2247041,66343,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247041,66343,1732,1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,37
39,3271,1732,1,1732,1338,1338,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2247041,66453,2247041,66453,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247041,66453,1732,1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,38
40,3272,1732,2,1732,1339,1339,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2247041,66563,2247041,66563,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247041,66563,1732,1339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,39
41,3273,1732,73,1732,1340,1340,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2247041,66673,2247041,66673,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247041,66673,1732,1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,40
42,3274,1732,4,1732,1341,1341,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2247041,66783,2247041,66783,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247041,66783,1732,1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,41
43,3275,1732,71,1732,1342,1342,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2247041,66893,2247041,66893,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247041,66893,1732,1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,42
44,3276,1732,71,1732,1343,1343,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2247042,67003,2247042,67003,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247042,67003,1732,1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,43
45,3277,1732,167,1732,1344,1344,1,40,0,0,0,0,0,0,0,0,0,0,1,1,2247042,67113,2247042,67113,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247042,67113,1732,1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,44
46,3278,1732,167,1732,1345,1345,1,39,0,0,0,0,0,0,0,0,0,0,1,1,2247042,67223,2247042,67223,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247042,67223,1732,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,45
47,3279,1732,69,1732,1346,1346,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2247042,67333,2247042,67333,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247042,67333,1732,1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,46
48,3280,1732,69,1732,1347,1347,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2247042,67443,2247042,67443,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247042,67443,1732,1347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,47
49,3281,1732,72,1732,1348,1348,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2247042,67553,2247042,67553,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247042,67553,1732,1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,48
50,3282,1732,1766,1732,1349,1349,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2247042,67663,2247042,67663,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247042,67663,1732,1349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,49
51,3283,1732,1766,1732,1350,1350,1,41,0,0,0,0,0,0,0,0,0,0,1,1,2247042,67773,2247042,67773,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247042,67773,1732,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,50
52,3284,1732,1766,1732,1351,1351,1,41,0,0,0,0,0,0,0,0,0,0,1,1,2247043,67883,2247043,67883,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247043,67883,1732,1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,51
53,3285,1732,70,1732,1352,1352,1,41,0,0,0,0,0,0,0,0,0,0,1,1,2247043,67993,2247043,67993,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247043,67993,1732,1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,52
54,3286,1732,70,1732,1353,1353,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2247043,68103,2247043,68103,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247043,68103,1732,1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,53
55,3287,1732,1770,1732,1354,1354,1,41,0,0,0,0,0,0,0,0,0,0,1,1,2247043,68213,2247043,68213,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247043,68213,1732,1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,54
56,3288,1732,166,1732,1355,1355,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2247043,68323,2247043,68323,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247043,68323,1732,1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,55
57,3289,1732,166,1732,1356,1356,1,41,0,0,0,0,0,0,0,0,0,0,1,1,2247043,68433,2247043,68433,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247043,68433,1732,1356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,56
58,3290,1732,166,1732,1357,1357,1,41,0,0,0,0,0,0,0,0,0,0,1,1,2247043,68543,2247043,68543,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247043,68543,1732,1357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,57
59,3291,1732,166,1732,1358,1358,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2247043,68653,2247043,68653,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247043,68653,1732,1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,58
60,3292,1732,166,1732,1359,1359,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2247044,68763,2247044,68763,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247044,68763,1732,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,59
61,3293,1732,166,1732,1360,1360,1,41,0,0,0,0,0,0,0,0,0,0,1,1,2247044,68873,2247044,68873,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247044,68873,1732,1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,60
62,3294,1732,166,1732,1361,1361,1,41,0,0,0,0,0,0,0,0,0,0,1,1,2247044,68983,2247044,68983,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247044,68983,1732,1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,61
63,3295,1732,168,1732,1362,1362,1,39,0,0,0,0,0,0,0,0,0,0,1,1,2247044,69093,2247044,69093,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247044,69093,1732,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,62
64,3296,1732,165,1732,1363,1363,1,39,0,0,0,0,0,0,0,0,0,0,1,1,2247044,69203,2247044,69203,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247044,69203,1732,1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,63
65,3297,1732,166,1732,1364,1364,1,41,0,0,0,0,0,0,0,0,0,0,1,1,2247044,69313,2247044,69313,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247044,69313,1732,1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,64
66,3298,1732,166,1732,1365,1365,1,42,0,0,0,0,0,0,0,0,0,0,1,1,2247044,69423,2247044,69423,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247044,69423,1732,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,65
67,3299,1732,1,1732,1366,1366,1,43,0,0,0,0,0,0,0,0,0,0,1,1,2247044,69533,2247044,69533,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247044,69533,1732,1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,66
68,3300,1732,1799,1732,1367,1367,1,44,0,0,0,0,0,0,0,0,0,0,1,1,2247045,69643,2247045,69643,1,0,0,0,0,0,0,0,1000,0,1000,0,0,751,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247045,69643,1732,1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,67
